file_path,title,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\101August 1976, Issue 4\paper2.txt",Optimum design in the presence of parametric uncertainty,0.003459264359536006,0.0036318082044143464,0.0,0.0,0.022924184355953902,0.010635839638730946,0.0,0.046031439312760936,0.0,0.0,0.00401162790909712,0.07022520818600145
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\101August 1976, Issue 4\paper3.txt","A method for constructing the polar cone of a polyhedral cone, with applications to linear multicriteria decision problems",0.0013284378905298684,0.0,0.006272820728270774,0.0,0.000782594630081082,0.07490075460571813,0.07622309058920594,0.009205803788928664,0.0,0.0,0.0030171317546168427,0.019899179580778498
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\101August 1976, Issue 4\paper4.txt",Sharp dual estimates for conductance of an optimal circular cooling fin,0.0035565532759078452,0.010981608560010913,0.0,0.00011798045949443764,9.368153214547876e-05,0.011259042588820533,0.005629020841022392,0.009862245058723977,0.0,0.009654784229644046,0.0,0.005354250687094598
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\101August 1976, Issue 4\paper5.txt",Linear control systems: Controllability with constrained controls,0.0,0.03273747448495864,0.0,0.008357754690805104,0.0,0.022721642027264326,0.0063045873781527074,0.0331878208057894,0.0,0.00016807569296448785,0.0020235784123277148,0.0
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\101August 1976, Issue 4\paper6.txt",Conjugate gradient versus contraction mapping,0.009700927993070764,0.021403497406738744,0.007103974929832275,0.004545272380334639,0.005918258463955829,0.0,0.0,0.0,0.1529369049701437,0.0,0.0,0.019348618429871983
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\101August 1976, Issue 4\paper7.txt",Extremum principles for optimal control in normed linear spaces,0.011919531486565965,0.12277539837662803,0.02076815153099716,0.0,0.0,0.0641289401786986,0.0,0.04499222722476639,0.0,0.0,0.03981274067889356,0.0
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\101August 1976, Issue 4\paper8.txt",Power-series approximations for the optimal feedback control of noisy nonlinear systems,0.025313837385895373,0.0783111054225999,0.0,0.0,0.0013397706574689188,0.0,0.0,0.031891189611958096,0.0,0.007578492610146156,0.0,0.013393915046430165
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\101August 1976, Issue 4\paper9.txt",Numerical treatment of a parabolic boundary-value control problem,0.05096288598702645,0.023557162347139688,0.0,0.0008973955871990606,0.0012898979351049797,0.0013018754331564747,0.002599261371284884,0.018174023922077204,0.00938487093210524,0.006162539719349614,0.02119923446679111,0.02915940099732055
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\102September 1976, Issue 1\paper1.txt",Quadratic multiplier method convergence,0.045581855461863656,0.0,0.0,1.5609455514573268e-05,0.0019110513628299941,0.0024564948034253606,0.005786061770743937,0.0,0.04175148966719665,0.0,0.0,0.0
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\102September 1976, Issue 1\paper2.txt",Parametric optimal design,0.02081638637345655,0.02389685170135663,0.011924612380015704,0.0,0.0,0.0031260830194432504,0.0,0.06434805550891262,0.0016140084446850066,0.0,0.014418211605855881,0.06894362625607692
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\102September 1976, Issue 1\paper3.txt",On Warner's algorithm for the solution of boundary-value problems for ordinary differential equations,0.01433134024571872,0.027201453331449146,0.0029925844519756075,0.0,0.018936406423725436,0.027631234728609625,0.003262956328927641,0.0029443138713610745,0.13269166154799342,0.0,0.0,0.01700805684565085
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\102September 1976, Issue 1\paper4.txt",Optimizing inputs for diagnosis of diabetes. I. Fitting a minimal model to data,0.0024580344958531368,0.006762428159019628,0.0,0.0,0.010578416903646288,0.0,0.0017727776601822727,0.02241150807287139,0.009800386437158665,0.0,0.0,0.008348667818153119
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\102September 1976, Issue 1\paper5.txt",On isoperimetric problems for domains with partly known boundaries,0.0036755815021953775,0.01528627621061843,0.00476561920489912,0.007265480421052662,0.0013454342877619039,0.04292066640043761,0.0039191637704307095,0.005622244084348478,0.0,0.004143346036111121,0.0,0.02428813403820118
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\102September 1976, Issue 1\paper6.txt",On the existence and nonexistence of Lagrange multipliers in Banach spaces,0.0024040914651605448,0.0017652959877324376,0.0036486839754918572,0.0390538693774059,0.008122990266819102,0.05069330356517973,0.0,0.0,0.0,0.015204053359616847,0.022392999682241586,0.028483331412932095
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\102September 1976, Issue 1\paper7.txt",Minimax approach to structural optimization problems,0.0,0.027535433003632336,0.010070420310692219,0.00044104395937362504,0.0025144317902144075,0.0,0.0,0.011265095045414245,0.0,0.009524364148860416,0.0011100816647161553,0.07047313766924061
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\102September 1976, Issue 1\paper8.txt",Conjugate gradient versus steepest descent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15594198944730442,0.017967741033509056,0.0,0.0
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\103October 1976, Issue 2\paper1.txt",Solution of complex matrix equations with changing phase,0.04749135883131804,0.010272171846119846,0.0033337356626735553,0.0,0.004129128711176045,0.0,0.005532407573289965,0.03200491683130016,0.0,0.0,0.0,0.0037937724871954896
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\103October 1976, Issue 2\paper2.txt",On quasi-Newton and pseudo-Newton algorithms,0.031332811459335766,0.0,0.0,0.0033364798587937478,0.007279448560624734,0.0,0.0,0.016516177008063126,0.042684883053000944,0.006081514692697378,0.0,0.0025605489452738186
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\103October 1976, Issue 2\paper3.txt",Analysis of unbonded contact problems by means of quadratic programming,0.030088867657221383,0.007928670553891922,0.030134200927395355,0.0,0.0,0.0,0.0,0.0,0.010474770873203877,0.0,0.07424463415384805,0.04377402893576875
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\103October 1976, Issue 2\paper4.txt",Stabilization of neutral functional differential equations,0.00040173229081577556,0.025721424629545204,0.0,4.434084425136168e-05,0.02082385715502501,0.08614201156411072,0.0,0.05491023831182325,0.0,0.0,0.0,0.0
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\103October 1976, Issue 2\paper5.txt",On the existence of optimal controls for nonlinear systems,0.0,0.020292236543320945,0.0036649343334596274,0.0,0.0,0.0013516204812987073,0.027473397712227208,0.0008073509378890393,0.0,0.017153122419898043,0.0,0.0024001064655738025
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\103October 1976, Issue 2\paper6.txt",Proper equality constraints and maximization of index vectors,0.0016950504534300364,0.04974708311266738,0.04520029932191166,0.0,0.007268434299133871,0.008675765794008545,0.021129546728515858,0.0,0.00949222645989456,0.0,0.005841026064790549,0.009821580879961777
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\103October 1976, Issue 2\paper7.txt",Optimal regulation of the service rate for a queue with finite waiting space,0.0,0.049169749367256106,0.0,4.0744985397481774e-05,0.0,0.0,0.012565542291457442,0.0,0.0020523347069963315,0.0,0.0,0.00036508029651854653
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\103October 1976, Issue 2\paper8.txt",A differential game without a qualitative saddle point,0.0015931335937532682,0.0,0.0,0.0,0.1163168444574057,0.0,0.057137199757172644,0.0,0.0,0.021798935190026677,0.0,0.0
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\104November 1976, Issue 3\paper1.txt",On the Pironneau-Polak method of centers,0.0788687984535699,0.0,0.0,0.0031188194772239558,0.0,0.009423068722371987,0.032711638363121145,0.0,0.0057530926761764495,0.059752867942589355,0.04861759518665077,0.019853651895299532
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\104November 1976, Issue 3\paper2.txt",On the rate of convergence of some feasible direction algorithms,0.038419548764915386,0.007854817498828628,0.019102868788710006,0.009359314605023527,0.0,0.025756755099233385,0.013181336485938066,0.0,0.019630790728845392,0.041009517049079916,0.029233302396129427,0.0
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\104November 1976, Issue 3\paper3.txt",A variable-metric method for function minimization derived from invariancy to nonlinear scaling,0.02925920756270721,0.012650327986798006,0.0,0.0,0.0037397943820274126,0.0,0.0,0.022470485336312584,0.02193916046102714,0.041114234072676795,0.0,0.0010304026485169614
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\104November 1976, Issue 3\paper4.txt",Indirect synthesis of multidegree-of-freedom transient systems,0.04820226983871483,0.003247165029141726,0.006124493843374792,0.0,0.0,0.0,0.005990125708648194,0.08529645478931236,0.0,0.0,0.01797037845521639,0.005063658036065665
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\104November 1976, Issue 3\paper5.txt",More on optimal control with paths lying on a corner,0.0,0.04674674806070899,0.0,0.0,0.008639902291834109,0.010084530250584088,0.009996967617568695,0.00627745076900184,0.023462646371233378,0.003518452846373773,0.0,0.009312423946005774
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\104November 1976, Issue 3\paper6.txt",Optimal design of structures with unspecified loading distribution,0.0,0.032310924408136016,0.0,0.0,0.004023129258421052,0.018129626811890245,0.0,0.0059361862876827366,0.0,0.0010633096541658722,0.0,0.03922205826949299
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\105December 1976, Issue 4\paper2.txt",Extensions of Lemke's algorithm for the linear complementarity problem,0.0,0.0,0.0,0.004016488024362271,0.0,0.014213384782682222,0.0014406868232534759,0.007141426670903755,0.04340433746077954,0.0,0.0,0.04090588114113783
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\105December 1976, Issue 4\paper3.txt",Characterization of optimality in convex programming without a constraint qualification,0.0,0.0,0.0,0.0028041922754046557,0.0,0.16161851651180267,0.03594471701702763,0.038426322699984805,0.0,0.0,0.04425379329651371,0.0
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\105December 1976, Issue 4\paper4.txt",On the closure of sets of attainability in ℝ2,0.0,0.019560432840186395,0.0,0.0,0.0,0.0,0.1237660969518855,0.015881287889289507,0.0,0.0,0.0,0.0
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\105December 1976, Issue 4\paper5.txt",Function-space quasi-Newton algorithms for optimal control problems with bounded controls and singular arcs,0.009450856725207565,0.050261939025865704,0.0,0.003290915843548678,0.0,0.0,0.0,0.0,0.12080389337829907,0.0,0.0,0.0
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\105December 1976, Issue 4\paper6.txt",Optimal stochastic control without convexity conditions in the dynamical equation,0.0,0.04925000618185427,0.0,0.0054344890243272345,0.021334995354638994,0.01375547095112004,0.022072970156868224,0.0,0.0,0.0062684832843988006,0.0,0.0
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\105December 1976, Issue 4\paper7.txt",Some investigations about a unified approach to quadratically convergent algorithms for function minimization,0.0016247153429869393,0.0,0.0,0.002421750592612521,0.0,0.0,0.007543106650831893,0.024937978896248963,0.09766634969659618,0.02708567062654346,0.0045118766253122175,0.004406229786559274
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\105December 1976, Issue 4\paper8.txt",World dynamics: An optimization study of the pollution subsystem,0.0,0.0,0.0,0.007372196418764222,0.0035186425336722962,0.0022918929885567462,0.004339310022420479,0.0011766546376350856,0.007565438977618973,0.0,0.0,0.0
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\106January 1977, Issue 1\paper1.txt",On generalized means and generalized convex functions,0.0,0.0,0.024212065356959217,0.025822435048458825,0.0,0.0,0.02831157315715471,0.00714632344885947,0.0,0.11160539313155068,0.03423227140873021,0.0
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\106January 1977, Issue 1\paper10.txt",On the optimal design of plates for a given deflection,0.0,0.0027677800927094973,0.0,0.00013553324752305657,0.0032134860750913704,0.04678523919849687,0.0013305034370273297,0.029226673637750288,0.0,0.000286234734657683,0.0,0.024006850259597593
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\106January 1977, Issue 1\paper2.txt",Second-order characterizations of pseudoconvex quadratic functions,0.0,0.0,0.0,0.0,0.0,0.12192960093718876,0.033558050852271086,0.011977538666283368,0.0,0.0692713589555172,0.0,0.0
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\106January 1977, Issue 1\paper3.txt",Markov ratio decision processes,0.0,0.04369028618699248,0.0,0.0,0.03271868871406477,0.0,0.003367996727176066,0.0,0.033246352319009,0.0035430479104366264,0.0,0.04217926653304181
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\106January 1977, Issue 1\paper4.txt",A new augmented penalty function technique for optimal control problems,0.042602682335128365,0.07549102593345132,0.04364838290997541,0.0,0.0,0.0,0.0,0.0,0.0,0.03887096109694065,0.0104030359913403,0.0
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\106January 1977, Issue 1\paper5.txt",Remarks on bang-bang control in a Hilbert space,0.0,0.07579100009719685,0.0,0.0,0.0,0.048299655747464164,0.007419339759905905,0.04200002899595424,0.0026618298397366306,0.0,0.0016654055233656362,0.030769189013249078
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\106January 1977, Issue 1\paper6.txt",Controllability of nonlinear delay systems,0.0,0.004269303326110104,0.0,0.0,0.022665265643397804,0.06733675555538454,0.0,0.10955641954817048,0.0,0.0,0.0,0.0
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\106January 1977, Issue 1\paper7.txt",Time-optimal feedback control,0.0,0.07204283314283873,0.0,0.0,0.0,0.0,0.039950372171179145,0.04557335314020063,0.0,0.0,0.0,0.024352330678671326
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\106January 1977, Issue 1\paper8.txt",Augmented penalty functions for delayed control systems,0.03485579109910122,0.0508117378161578,0.008541211816962959,0.020060592949926626,0.0,0.0,0.0,0.010918964056641521,0.0,0.03382873872051448,0.0,0.03961317272075597
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\106January 1977, Issue 1\paper9.txt",Optimal input system identification for nonlinear dynamic systems,0.038420414985643025,0.03583993254952994,0.0,0.0,0.0,0.0,0.0,0.06714903101395006,0.0,0.0,0.0,0.03873571788866962
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\107February 1977, Issue 2\paper1.txt",Generalized Lagrange multiplier technique for nonlinear programming,0.05100446516796808,0.0,0.0,0.016237544994696675,0.0,0.0034798648078723767,0.0,0.012677096683652113,0.02130537901420099,0.0,0.048579936827330535,0.0756828530954598
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\107February 1977, Issue 2\paper2.txt",An accelerated multiplier method for nonlinear programming,0.02151380180989104,0.006940977105334061,0.02446873302667335,0.0,0.0,0.01254555349947796,0.004415078362624186,0.0,0.1402875745971494,0.0,0.03408520129329855,0.015174116217710013
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\107February 1977, Issue 2\paper3.txt",On convex vectorial optimization in linear spaces,0.029678539610853694,0.0003920364417738418,0.0689484832040174,0.0,0.0,0.0,0.014647892630648434,0.0,0.002761223803029866,0.00860113114491982,0.007817691783083884,0.0
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\107February 1977, Issue 2\paper4.txt",Multibody elastic contact analysis by quadratic programming,0.016850917407241008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038399342200236095,0.0,0.0705490583406393,0.06403649192903427
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\107February 1977, Issue 2\paper5.txt",Direct-prediction quasi-Newton methods in Hilbert space with applications to control problems,0.026782129406678106,0.02606407979179566,0.0,0.010792087258031217,0.0,0.0,0.01165167984703822,0.028848479970336488,0.02592665826473105,0.010731738748929588,0.014697349944463915,0.0
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\107February 1977, Issue 2\paper6.txt",Computation of optimal controls for a nonlinear stochastic third-order system,0.002408992629394757,0.1220232691322109,0.0,0.0,0.014590871009205796,0.0,0.0,0.04102002656282125,0.02329777147730825,0.0,0.0,0.013226556240726746
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\107February 1977, Issue 2\paper7.txt",Optimality in matrix games with incompletely defined payoff,0.0,0.0,0.0,0.0,0.1409514240662495,0.04655684397220904,0.0,0.002437023055270854,0.0,0.0055769768751152,0.0,0.0
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\107February 1977, Issue 2\paper8.txt",An economical method of calculating Lagrange multiplier estimates for nonlinear programming problems when many of the constraints are bounds on the variables,0.018499692349204476,0.011456740105872694,0.0,0.0,0.0,0.008767846137183542,0.0,0.02221813384263841,0.026322635597849017,0.002715679399603167,0.0451862996466643,0.015083167663171396
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\108March 1977, Issue 3\paper1.txt",Square-root variable-metric methods for minimization,0.027912720702390554,0.008067653477478837,0.018045797614636806,0.0,0.0,0.0,0.0,0.018380037137163917,0.02501456024248236,0.006225053060679374,0.005174793242284697,0.0
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\108March 1977, Issue 3\paper10.txt",Design of axisymmetric sandwich plates for alternative loads,0.027909497568987737,0.009389787387566394,0.0,0.0,0.006317225844452556,0.022009464101259285,0.0006668723210162888,0.031446577961846994,0.0,0.0,0.0,0.01633153118950474
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\108March 1977, Issue 3\paper2.txt",A rank-one algorithm for unconstrained function minimization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24425310749179652,0.0020841880368390976,0.0,0.0
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\108March 1977, Issue 3\paper3.txt",A convergence theory for a class of anti-jamming strategies,0.004810764936652845,0.0007235461681572838,0.0,0.02251968661745051,0.020679038373451735,0.0,0.003833167337196179,0.011519702092667831,0.0675249982309603,0.0008877448936287514,0.03419171844759077,0.0
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\108March 1977, Issue 3\paper4.txt",A method for determining the equilibrium states of dynamic systems,0.02305563666322347,0.013109707656599594,0.0,0.0,0.005142287948391891,0.015094883460111529,0.03320096008128922,0.02475445238684512,0.014161285872354067,0.015515689287115027,0.0,0.028807838148364052
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\108March 1977, Issue 3\paper5.txt",Optimal regulation policies for a multipurpose reservoir with seasonal input and return function,0.0,0.051786404798271485,0.0,0.0,0.0011343127690329662,0.037081979338791295,0.0006508194385654386,0.010718164912296739,0.0,0.048671701407440524,0.0,0.006988274725551978
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\108March 1977, Issue 3\paper6.txt",Convergence of gradient methods for optimal control problems,0.003948966854276778,0.060436385017072304,0.0,0.026489144850103143,0.0,0.0038931971774761546,0.013131706573502993,0.03563775578218385,0.033936388246215636,0.0,0.0,0.029013032430452966
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\108March 1977, Issue 3\paper7.txt",Sufficient conditions for a control to be a strong minimum,0.0,0.0762928733587834,0.0,0.005495254078858894,0.0,0.09124396091934693,0.00031372300883288046,0.00034760900147971,0.0045436281480685185,0.01266110393613536,0.0,0.0
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\108March 1977, Issue 3\paper8.txt",A gradient method for neutral systems,0.0538013901481191,0.06952044387715592,0.007788077578517054,0.0,0.0,0.005268121885784194,0.0,0.008364321522873008,0.0,0.0,0.0,0.013549041351714202
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\108March 1977, Issue 3\paper9.txt",Complete controllability to a closed target set,0.0,0.0,0.0,0.0,0.0030007440194584458,0.05801902835507671,0.03723327200756967,0.09288069832771402,0.0,0.0,0.0,0.0024684925469197335
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\109April 1977, Issue 4\paper1.txt",Generalization of conjugate direction methods in the optimization of functions,0.05454473435549847,0.0,0.016710054398805494,0.009536904269506636,0.0,0.0,0.0,0.0,0.0601483367669686,0.06718007671846261,0.0,0.007885541031306325
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\109April 1977, Issue 4\paper10.txt",Further optimal cost routes in the circular city model,0.0,0.03241424852982392,0.0022727733360878187,0.010232514312160887,0.006190131333908668,0.0,0.0001659607910436293,0.009291126788586849,0.001774756303924945,0.003577551033031038,0.0005699237706181361,0.0049296039568696454
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\109April 1977, Issue 4\paper2.txt",On the bottleneck assignment problem,0.03097467279563548,0.008936383089139808,0.027340240075785123,0.007570012410816085,0.0015334143827247764,0.0004478397295755993,0.01100710860884798,0.0,0.009093145372756281,0.0013519830654202978,0.01584820482598479,0.0594112051175042
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\109April 1977, Issue 4\paper3.txt",A decomposition of time scales for iterative computation of time-optimal controls,0.008603066413894371,0.009317531334037593,0.024515394868065525,0.0,0.0,0.004884856871267265,0.0,0.05856693516907636,0.011816988217228238,0.0,0.0,0.02816103288372345
"E:\GITHUB\topic analysis with NMF\Data_Abstract\Springer Database\Journal of Optimization Theory and Applications\109April 1977, Issue 4\paper4.txt",Uniqueness of optimal controls inL∞,0.0,0.021396607594265888,0.0,0.0,0.0,0.00385727175272784,0.03731849948921629,0.03199943521265944,0.00044923902399535896,0.0,0.0,0.008977758693371439
