file_path,title,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 10_Issue 2, 1971/paper8.txt",Controllability of Linear Oscillatory Systems Using Positive Controls,0.023009214562038565,0.010449283699823373,0.0,0.0,0.011872118214076913,0.0560932757552729,0.00918565052358564,0.0,0.08882109649043045
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 10_Issue 2, 1971/paper9.txt",On the Convergence of Approximating Solutions for Linear Distributed Parameter Optimal Control Problems,0.08174835057729447,0.028967244696647965,0.008739276571129016,0.07252799366937535,0.017742354380796986,0.0,0.0,0.025343818951601992,0.0
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 10_Issue 3, 1970/paper9.txt",Sufficient Conditions for Nonnegativity of the Second Variation in Singular and Nonsingular Control Problems,0.027277937065087705,0.0017060517957423807,0.0,0.00028693334798172933,0.0,0.157350274997142,0.0,0.030425903385000015,0.0
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 10_Issue 3, 1971/paper1.txt",Tracking Via Feedback for Systems with Irrational Transfer Function,0.00508122894537427,0.04127319483653118,0.0,0.0,0.0,0.01653126035462742,0.017645203344379547,0.0,0.04399802589106558
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 10_Issue 4, 1970/paper1.txt",N-Person Nonzero Sum Differential Games with Linear Dynamics,0.0,0.0021977136574961426,0.20284185089415893,0.0,0.0,0.0,0.0022380469339873033,0.0,0.0
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 10_Issue 4, 1970/paper3.txt",The Optimization of Trajectories of Linear Functional Differential Equations,0.03159017284342881,0.050995315823179385,0.018768391229244914,0.005208653137965042,0.019300733624882525,0.0062567901169555094,0.038028326252357976,0.026796428765764106,0.007610592268774578
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 10_Issue 4, 1970/paper4.txt",Some Sufficient Conditions for the Global and Local Controllability of Nonlinear Time-Varying Systems,0.0,0.08729495948641838,0.0,0.0,0.08379483928460495,0.03144973704699727,0.0,0.0,0.019031557804658577
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 10_Issue 4, 1970/paper7.txt",The Minimal Bound on the Estimation Error Covariance Matrix in the Presence of Correlated Driving Noise,0.026943974189072194,0.03281646505720322,0.008687496030864952,0.03372489875435713,0.0,0.0,0.01574301789488794,0.03866120710490777,0.012698561612533783
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 10_Issue 4, 1970/paper8.txt",Necessary Conditions for Optimization Problems with Operatorial Constraints,0.032908236782743155,0.0,0.0,0.01942865474049152,0.0,0.12241846512493411,0.003415222866419688,0.0,0.0004406230156589105
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 10_Issue 4, 1971/paper1.txt",Weak Solutions of a Partial Differential Equation of Dynamic Programming,0.03149081650506552,0.0,0.015878358661912534,0.0,0.011710238678865345,0.0,0.07153173269812835,0.15228310171517567,0.008806169403301731
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 10_Issue 4, 1971/paper2.txt",Generalized Cutting Plane Algorithms,0.0,0.0,0.0029876882454537646,0.06812597617007658,0.0,0.0,0.0,0.014570845693895005,0.0
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 10_Issue 4, 1971/paper3.txt",A Note on Complete Controllability,0.025060431575585792,0.09920533745333164,0.006657628552795776,0.0,0.031545510820687614,0.04106180792073376,0.0,0.0,0.008810961254604824
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 10_Issue 4, 1971/paper4.txt",Abstract Models for the Synthesis of Optimization Algorithms,0.0,0.0,0.0,0.10626920550686886,0.0,0.0,0.014466944003887393,0.0,0.0
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 10_Issue 4, 1971/paper5.txt",A Generalized Lagrange Multiplier Rule for Equality Constraints in Normed Linear Spaces,0.0,0.0,0.006743754555869717,0.0157970047628631,0.0,0.11710492339614409,0.0,0.00895373972092439,0.029684677295817006
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 10_Issue 4, 1971/paper6.txt",Justification of the Describing Function Method,0.0,0.07282382744713692,0.0,0.016116082408011278,0.00842457524194157,0.015444385064505623,0.0,0.07897456551305751,0.0
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 10_Issue 4, 1971/paper7.txt",An Existence Theorem for Lagrange Problems with Unbounded Controls and a Slender Set of Exceptional Points,0.013579256730826066,0.0008618848232239744,0.007611468788661226,0.0,0.013114582283799955,0.05028770490319116,0.0,0.0,0.07741202100041131
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 10_Issue 4, 1971/paper8.txt",Nonlinear Programming in Complex Space: Necessary Conditions,0.01059000033738439,0.0017435639984658543,0.0,0.007180126223680091,0.0,0.0635556657119765,0.0,0.0,0.046652867867559907
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 10_Issue 4, 1971/paper9.txt","Representation of Martingales, Quadratic Variation and Applications",0.0,0.00849559507328075,0.0,0.003619705615797376,0.006774465240280104,0.04074680783628596,0.04532390879758271,0.0017557277278920371,0.020280046024638086
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 1, 1972/paper1.txt",Stability Conditions Derived from Spectral Theory: Discrete Systems with Periodic Feedback,0.0,0.11298393451881646,0.0,0.0,0.0,0.0880762379968999,0.0,0.0,0.0
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 1, 1972/paper10.txt",Phase Function Norm Estimates for Stability of Systems with Monotone Nonlinearities,0.0,0.01111536601007009,0.0,0.0,0.0,0.0,0.0,0.0,0.19925618515412574
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 1, 1972/paper11.txt",Global Controllability of Nonlinear Systems,0.0,0.05207295534812319,0.006426949110281754,0.0,0.08582785201202339,0.011688567650590264,0.0,0.0,0.0
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 1, 1972/paper12.txt",High Order Necessary Conditions for Optimality,0.026198139021165523,0.0,0.0,0.029355497808639056,0.016011266424539018,0.08576781912971278,0.0,0.0,0.0
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 1, 1972/paper13.txt",Sur L’Existence et le Comportement de Cycles de Certaines Équations Différentielles Non Linéaires (Solutions Periodiques de Systemes Autonomes),0.0,0.0,0.0007005136520387641,0.005774137332013388,0.028830348496887422,0.01020198002379732,0.020467214758012775,0.028538379265753304,0.10936436091404865
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 1, 1972/paper14.txt",Topological Games and Their Applications to Pursuit Problems. I,0.0,0.0,0.05125238937935929,0.0,0.0,0.012449340588322233,0.0,0.02151981112038015,0.042574965696442035
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 1, 1972/paper15.txt",Input-Output Stability of a Broad Class of Linear Time-Invariant Multivariable Systems,0.0,0.1635999173640207,0.0,0.0,0.0,0.00856533824405889,0.0,0.0,0.0
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 1, 1972/paper2.txt",Optimal Control Problems with a System of Integral Equations and Restricted Phase Coordinates,0.04345371375040161,0.006167497998643125,0.0,0.0,0.0,0.09478670319377967,0.024266577777511303,0.0,0.0
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 1, 1972/paper3.txt",On Pursuit with Curvature Constraints,0.0,0.0014330872043504586,0.024041237007435597,0.019224900258429156,0.0009602755353942387,0.019748680980551103,0.0,0.0,0.012994147022157152
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 1, 1972/paper4.txt",Games with a “Life-Line”. The Case of l-Capture,0.007081638880871811,0.0,0.12629677158923436,0.008777763477250924,0.0,0.0025262173264528594,0.0,0.0,0.027315715115064768
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 1, 1972/paper5.txt",On Dynamical Systems Realizing Stationary Weighting Patterns and Time-Varying Feedback Systems,0.0,0.08819596729819311,0.0,0.0,0.0,0.04439937263649614,0.0,0.0,0.0
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 1, 1972/paper7.txt",On Converses to the Stability Theorems for Difference Equations,0.0,0.0410252744866355,0.028139671056577067,0.0,0.00947540243326999,0.0,0.0,0.05689906935540486,0.01674576130688598
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 1, 1972/paper8.txt",Linear Bounded Phase Coordinate Control Problems under Certain Regularity and Normality Conditions,0.014243956859218573,0.015010161132448525,0.0,0.00238508477914112,0.0008521096050466692,0.06143649279435551,0.0,0.06178740648434416,0.02230221708762998
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 1, 1972/paper9.txt",The Gradient Projection Method under Mild Differentiability Conditions,0.0,0.0,0.0065997428047256095,0.07728346126451402,0.005594564893037245,0.004136653989008491,0.0,0.014018015734015728,0.0479901370699544
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 1, 1973/paper1.txt",Inverse Problem of Linear Optimal Control,0.02532093263692538,0.05340620909740861,0.0,0.0,0.0,0.04453410892753497,0.0,0.011700908493045442,0.0
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 1, 1973/paper10.txt",Necessary Conditions for Optimization Problems with Hyperbolic Partial Differential Equations,0.021879768812675084,0.003411940105613092,0.020071708374149805,0.008464844052147731,0.0347507849358427,0.06777950046073991,0.025000325255818488,0.062123698196061755,0.020254549249286668
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 1, 1973/paper11.txt",A New Approach to the Theory of Canonical Decomposition of Linear Dynamical Systems,0.00023174709895067285,0.09485751766155547,0.0014661725932364757,0.017651337744813124,0.005078580574142292,0.015152979480468814,0.01120968403609788,0.01782168821351408,0.0008964558986432036
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 1, 1973/paper12.txt",Sur un Procede d’Optimisation Utilisant Simultanement les Methodes de Penalisation et des Variations Locales. I,0.0,0.0,0.0001708743145543777,0.06647169075264858,0.0,0.0075843182047684666,0.0,0.012269527734612757,0.08914103358147162
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 1, 1973/paper13.txt",Sur un Procede d’Optimisation Utilisant Simultanement les Methodes de Penalisation et des Variations locales. II,0.0,0.0,0.0,0.0538615012113319,0.0,0.015274699791893285,0.0,0.0,0.09946245945785374
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 1, 1973/paper6.txt",Construction of Stability Multipliers with Prescribed Phase Characteristics: an Improved Value for $\sigma _ *  $,0.0,0.0399042112342198,0.004753825927856518,0.0,0.0,0.0,0.0,0.0031626390988762805,0.09626069698236377
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 1, 1973/paper7.txt",Saddle Points for Linear Differential Games,0.010830726460498914,0.0,0.16482053166914842,0.0,0.014651991538836577,0.00284747785162897,0.0,0.0,0.0
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 1, 1973/paper8.txt",A Drivable Method of Feasible Directions,0.0,0.0,0.0,0.12384502642885932,0.0,0.0,0.0,0.009786572798200924,0.0
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 1, 1973/paper9.txt",Minimum-Energy Terminal State Control of First Order Linear Hyperbolic Systems in One Spatial Variable Using the Method of Characteristics,0.051951609888091464,0.01685947015489626,0.04357917272685826,0.012417076052997167,0.032356499147260034,0.013725170338518089,0.007118762709600295,0.009810404773425022,0.02878161055980823
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 2, 1972/paper1.txt",The Geometry of Time-Optimal Control,0.009714915983852017,0.007595847122156133,0.0,0.0,0.020411347592279,0.0027930266044071655,0.013364106429056624,0.012904575418066347,0.12913871541222863
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 2, 1972/paper10.txt",Certain Controllability Properties of Analytic Control Systems,0.008617526655685586,0.08163122646518725,0.0,0.0,0.03761826231575979,0.0,0.0,0.0,0.0264826634260023
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 2, 1972/paper11.txt",On the Control of Discrete-Time Distributed Parameter Systems,0.10155500837102621,0.06524710729287292,0.0,0.0,0.00014471741218319046,0.005266551338912429,0.0,0.04160618511704121,0.012940304037704324
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 2, 1972/paper12.txt",A Procedure for Solving Certain Dual Optimal Control Problems,0.0425932682464231,0.03104894112252164,0.0,0.06583137459471151,0.0,0.01701986683520651,0.0,0.0,0.0
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 2, 1972/paper13.txt",Comparison of Differential Games of Fixed Duration,0.0,0.004948283438640238,0.17310649914023035,0.0005521328328626104,0.0140401285657831,0.010146918815098192,0.04057883415194948,0.0,0.0
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 2, 1972/paper2.txt","Controllability, Realization and Stability of Discrete-Time Systems",0.0,0.09826308501944227,0.0,0.0,0.01847649570828394,0.07670512533545512,0.0,0.016039399051650433,0.0
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 2, 1972/paper3.txt","Invariant Description of Linear, Time-Invariant Controllable Systems",0.0,0.0858392889252801,0.005773031156132375,0.001620595202175518,0.00022947218006710266,0.0,0.0,0.0,0.0034398644598951887
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 2, 1972/paper4.txt",System Theory on Group Manifolds and Coset Spaces,0.0,0.06412165114895757,0.00122262520302111,0.002519515717659842,0.02390574561972033,0.02351403638349136,0.005163732326758123,0.0,0.03471908235884767
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 2, 1972/paper5.txt",Stochastic Control: A Function Space Approach,0.01936063716938878,0.013447047345997058,0.0,0.03789366999086703,0.0,0.0178353540218771,0.06278311351753879,0.002319064232810641,0.0067512056171305825
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 2, 1972/paper6.txt","Controllability, Observability and Optimal Feedback Control of Affine Hereditary Differential Systems",0.04531612234299417,0.09821454412586045,0.011688542042014423,0.0,0.03330260271666098,0.0,0.004330210293682614,0.013922302364033528,0.0
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 2, 1972/paper7.txt",Controllability and Observability for Infinite-Dimensional Systems,0.0,0.036538409852736146,0.0062183553779581,0.0,0.12501318108891332,0.04391219131587297,0.012360175225914182,0.0,0.0
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 2, 1972/paper8.txt",The Maximum Principle and Controllability of Nonlinear Equations,0.03466527567569603,0.02466788244330394,0.0,0.007217906830575069,0.038225337266611537,0.007555038068618952,0.013906188190728795,0.03393759592344134,0.01593370140131064
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 2, 1972/paper9.txt",Controllability in Linear Autonomous Systems with Positive Controllers,0.0004315671413511323,0.032650399313766294,0.0,0.0,0.08971789951155434,0.058467975622447294,0.0,0.0,0.08734047296927165
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 2, 1973/paper1.txt",Necessary and Sufficient Conditions for Optimal Control of Semi-Markov Jump Processes,0.024731624978862523,0.0,0.016967820112657073,0.0,0.0,0.04036665904193689,0.12492700007982892,0.0,0.0
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 2, 1973/paper10.txt",Solution of a Dual Problem in Optimal Control Theory,0.04086145204105897,0.0,0.0,0.08153659458851677,0.0,0.0,0.0,0.03773482705132048,0.0
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 2, 1973/paper11.txt",Extensions of the Concept of Regular Synthesis as a Sufficient Condition for Optimality,0.00757345835079492,0.018614484867360802,0.03753910922062424,0.0,0.003470939343167762,0.0901953745070511,0.000963647408220947,0.006364651988134365,0.0006351913006691554
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 2, 1973/paper12.txt",Kantorovich Estimates for Some Convex Programs,0.0,0.0,0.011230809423923179,0.022253115479890825,0.008570521589815422,0.01517689113569094,0.0,0.01135623536593555,0.05861822093198779
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 2, 1973/paper13.txt",New Conditions for Exactness of a Simple Penalty Function,0.0,0.0,0.003953035741180905,0.02009003429456516,0.0,0.05389937595512819,0.0,0.005755428473125585,0.07085499331138313
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 2, 1973/paper14.txt",Stability of Linear Systems with Control Dependent Noise,0.025268248581589155,0.014429429581325877,0.0075601849661624835,0.0,0.0,0.016969317282856534,0.06241694181947799,0.010022230303935745,0.06636054581406449
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 2, 1973/paper2.txt",Stability Considerations for a Volterra Integral Equation with Discontinuous Nonlinearity,0.0,0.08414618690977894,0.0,0.0,0.008461439446930109,0.07859216983616074,0.0,0.04475865120293051,0.0
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 2, 1973/paper3.txt",Structure of Index-Invariant Systems,0.0,0.06244131446459751,0.0,0.0,0.07725146316966121,0.0,0.0,0.0,0.0
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 2, 1973/paper4.txt",Dynamic Programming Conditions for Partially Observable Stochastic Systems,0.02233879427269755,0.010728278188773971,0.029913095195115244,0.004609958044577906,0.009351391646627334,0.056507595429719906,0.0805441779853911,0.03475942763459971,0.0
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 2, 1973/paper5.txt",The Stabilizing Solution of the Algebraic Riccati Equation,0.0,0.0031379427359255587,0.0,0.0,0.0,0.01721258053223195,0.0,0.08245003511041313,0.0350564079496753
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 2, 1973/paper6.txt",Equivalence Relations for the Algebraic Riccati Equation,0.0,0.029167680534281086,0.0,0.0,0.0028549954086638544,0.001094582938208993,0.0,0.11535899348915259,0.0
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 2, 1973/paper7.txt",A Criterion for the Bounded-Input Bounded-Output Stability of Time- Varying Nonlinear Systems,0.0,0.13294875994336766,0.0,0.02160121112211508,0.0,0.01844166167951359,0.0,0.0026053068942847746,0.0
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 2, 1973/paper8.txt",Equations Describing Multidimensional Causal Systems,0.0,0.03354087290005134,0.00550566811979538,0.0005088622473607415,0.03149722132266771,0.03839496707184981,0.013574490487295187,0.06727104210190729,0.015538995935510528
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 2, 1973/paper9.txt",On Feedback Control of Linear Stochastic Systems,0.07276478202702588,0.08113553939866382,0.0,0.0,0.0,0.0,0.04955132414284502,0.019355667829589366,0.0
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 3, 1972/paper1.txt",The Singularly Perturbed Linear State Regulator Problem,0.00967008682488306,0.0,0.01204417811571533,0.0,0.0,0.0,0.009274819801911036,0.002057783014582583,0.07129258913728151
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 3, 1972/paper10.txt",Efficient Implementations of the Polak–Ribière Conjugate Gradient Algorithm,0.0,0.0,0.005598472310867581,0.0507104646334416,0.008688556874227822,0.0,0.0,0.0,0.002350477182745643
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 3, 1972/paper11.txt",Necessary Conditions for Continuous Parameter Stochastic Optimization Problems,0.00683217286365056,0.0,0.0,0.0,0.0,0.02795338880408877,0.043068247834989797,0.021475923105321648,0.06921192787432215
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 3, 1972/paper2.txt",Efficiency Prices for Optimal Consumption Plans. IV,0.008801095871440876,0.002443673000444178,0.025987793768229663,0.008690112521829748,0.004361835735913368,5.162662975986843e-05,0.011530909568800747,0.03319163021877087,0.013095539276028597
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 3, 1972/paper3.txt",A Geometrically Convergent Algorithm for Solving Optimal Control Problems,0.01805735164344626,0.0,0.0,0.10354242543510252,0.0,0.0024480853073805212,0.0,0.007492661891227157,0.000584236226911931
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 3, 1972/paper4.txt",Maximum Principle for Semiconvex Performance Functionals,0.025916254872753633,0.0,0.0,0.01922183391607034,0.0,0.035902271440125776,0.02498087636998885,0.01476326487345851,0.015476638409225668
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 3, 1972/paper5.txt",The Prime Structure of Linear Dynamical Systems,0.0,0.06971185563434336,0.0,0.02695167115151078,0.0,0.0,0.0,0.0,0.0
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 3, 1972/paper6.txt","The “Bang-Bang” Problem for Certain Control Systems in $GL(n,R)$",0.022154562895573424,0.0077795424119188415,0.0075168542526553575,0.0008540227795399657,0.0036642552146031264,0.0024596142266352095,0.0,0.0021082097415935494,0.07433627219316556
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 3, 1972/paper7.txt",A Note on Least Squares Estimation by the Innovations Method,0.0,0.026145413720023294,0.0,0.03492768419178701,0.001190866013678642,0.004134152280825863,0.005313255392473939,0.01625969765528847,0.0018364433313025547
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 3, 1972/paper8.txt",Optimal Controls for Problems with a Restricted State Space,0.0036090238200235684,0.0,0.0031918415035739373,0.0,0.05505605659229669,0.0878447850786985,0.0,0.014893655593414438,0.01900614175911666
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 3, 1972/paper9.txt",The Use of State Feedback for Exact Model Matching,0.0,0.08463888413709408,0.0,0.0,0.014048076290265865,0.0,5.020997505970016e-05,0.003036228856045198,0.0005373592581689597
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 4, 1972/paper1.txt",Control of Functional Differential Equations of Retarded and Neutral Type to Target Sets in Function Space,0.07037943356531723,0.0340277371746476,0.008690415698115836,0.0,0.011867388344108984,0.05828011585096238,0.006596705482626239,0.007413213029702705,0.0004864279613585752
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 4, 1972/paper10.txt",Stabilization of Linear Systems,0.0,0.061276986195599265,0.0011816881955239481,0.0,0.021126904385480746,0.0038205317863138953,0.0,0.0,0.09361362305486717
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 4, 1972/paper11.txt",A Note on the Penalty Method for Distributed Parameter Optimal Control Problems,0.05564056025988265,0.043938057457096384,0.0,0.032150315479460255,0.011790052337624712,0.025676761841848944,0.02745248645717449,0.0,0.0
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 4, 1972/paper12.txt",Convolution Feedback Systems,0.0,0.0241287908083794,0.0,0.0,0.0,0.04122511813337499,0.0,0.0,0.09304387371166313
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 4, 1972/paper2.txt",Necessary Conditions for Optimal Controls of Elliptic or Parabolic Problems,0.0552635426236359,0.0,0.0,0.0,0.0473016978674316,0.1013329253968674,0.019735387475045,0.0,0.0
"Data_Abstract/SIAM Database/SIAM Journal on Control and Optimization/Volume 11_Issue 4, 1972/paper3.txt","Fredholm Operators, Encirclements, and Stability Criteria",0.0,0.13525639764516545,0.0007430512408997347,0.0,0.0,0.021016573472049774,0.0,0.008137135824664302,0.0
